userId,movieId,rating,timestamp,userName,password
26,1015,3,891352136,user26,pass26
56,121,5,892679480,user56,pass56
82,508,2,884714249,user82,pass82
62,12,4,879373613,user62,pass62
276,40,3,874791871,user276,pass276
181,1015,1,878963121,user181,pass181
152,301,3,880147407,user152,pass152
178,845,4,882824291,user178,pass178
217,597,4,889070087,user217,pass217
79,303,4,891271203,user79,pass79
138,484,4,879024127,user138,pass138
308,81,5,887737293,user308,pass308
75,284,2,884050393,user75,pass75
269,198,4,891447062,user269,pass269
307,94,3,877122695,user307,pass307
222,781,3,881059677,user222,pass222
121,740,3,891390544,user121,pass121
269,22,1,891448072,user269,pass269
13,864,4,882141924,user13,pass13
230,742,5,880485043,user230,pass230
269,507,4,891448800,user269,pass269
239,1099,5,889179253,user239,pass239
245,1028,5,888513447,user245,pass245
56,546,3,892679460,user56,pass56
295,961,5,879519556,user295,pass295
271,1028,2,885848102,user271,pass271
222,812,2,881059117,user222,pass222
69,240,3,882126156,user69,pass69
10,7,4,877892210,user10,pass10
22,376,3,878887112,user22,pass22
294,931,3,889242857,user294,pass294
82,717,1,884714492,user82,pass82
279,399,4,875313859,user279,pass279
269,234,1,891449406,user269,pass269
6,98,5,883600680,user6,pass6
243,1039,4,879988184,user243,pass243
298,181,4,884125629,user298,pass298
282,325,1,881703044,user282,pass282
78,323,1,879633567,user78,pass78
118,200,5,875384647,user118,pass118
283,1114,5,879297545,user283,pass283
171,292,4,891034835,user171,pass171
70,217,4,884151119,user70,pass70
10,100,5,877891747,user10,pass10
245,181,4,888513664,user245,pass245
107,333,3,891264267,user107,pass107
246,561,1,884923445,user246,pass246
13,901,1,883670672,user13,pass13
276,70,4,874790826,user276,pass276
244,17,2,880607205,user244,pass244
189,56,5,893265263,user189,pass189
226,242,5,883888671,user226,pass226
62,1016,4,879373008,user62,pass62
276,417,4,874792907,user276,pass276
214,478,4,891544052,user214,pass214
306,235,4,876504354,user306,pass306
222,26,3,878183043,user222,pass222
280,631,5,891700751,user280,pass280
60,430,5,883326122,user60,pass60
56,71,4,892683275,user56,pass56
42,274,5,881105817,user42,pass42
1,202,5,875072442,user1,pass1
13,809,4,882397582,user13,pass13
173,289,4,877556988,user173,pass173
15,749,1,879455311,user15,pass15
185,23,4,883524249,user185,pass185
280,540,3,891702304,user280,pass280
244,381,4,880604077,user244,pass244
150,293,4,878746946,user150,pass150
7,497,4,891352134,user7,pass7
178,317,4,882826915,user178,pass178
178,742,3,882823833,user178,pass178
95,1217,3,880572658,user95,pass95
234,1462,3,892333865,user234,pass234
97,222,5,884238887,user97,pass97
109,127,2,880563471,user109,pass109
117,268,5,880124306,user117,pass117
269,705,2,891448850,user269,pass269
130,1246,3,876252497,user130,pass130
264,655,4,886123530,user264,pass264
207,13,3,875506839,user207,pass207
42,588,5,881108147,user42,pass42
246,409,2,884923372,user246,pass246
87,367,4,879876702,user87,pass87
101,304,3,877135677,user101,pass101
256,127,4,882164406,user256,pass256
92,794,3,875654798,user92,pass92
181,762,2,878963418,user181,pass181
213,235,1,878955115,user213,pass213
92,739,2,876175582,user92,pass92
292,661,5,881105561,user292,pass292
246,665,4,884922831,user246,pass246
274,845,5,878945579,user274,pass274
188,692,5,875072583,user188,pass188
18,86,4,880129731,user18,pass18
5,439,1,878844423,user5,pass5
236,632,3,890116254,user236,pass236
193,407,4,889127921,user193,pass193
144,709,4,888105940,user144,pass144
90,1198,5,891383866,user90,pass90
48,609,4,879434819,user48,pass48
5,225,2,875635723,user5,pass5
22,128,5,878887983,user22,pass22
311,432,4,884365485,user311,pass311
8,22,5,879362183,user8,pass8
276,188,4,874792547,user276,pass276
222,173,5,878183043,user222,pass222
72,866,4,880035887,user72,pass72
299,134,4,878192311,user299,pass299
1,171,5,889751711,user1,pass1
308,295,3,887741461,user308,pass308
165,216,4,879525778,user165,pass165
222,49,3,878183512,user222,pass222
181,121,4,878962623,user181,pass181
200,11,5,884129542,user200,pass200
234,626,4,892336358,user234,pass234
244,707,4,880606243,user244,pass244
90,25,5,891384789,user90,pass90
208,216,5,883108324,user208,pass208
263,96,4,891298336,user263,pass263
134,323,4,891732335,user134,pass134
279,586,4,892864663,user279,pass279
2,292,4,888550774,user2,pass2
288,593,2,886892127,user288,pass288
49,302,4,888065432,user49,pass49
286,153,5,877531406,user286,pass286
205,304,3,888284313,user205,pass205
22,80,4,878887227,user22,pass22
234,318,4,892078890,user234,pass234
223,328,3,891548959,user223,pass223
15,25,3,879456204,user15,pass15
268,147,4,876514002,user268,pass268
94,1220,3,891722678,user94,pass94
274,405,4,878945840,user274,pass274
7,492,5,891352010,user7,pass7
268,217,2,875744501,user268,pass268
16,55,5,877717956,user16,pass16
164,620,3,889402298,user164,pass164
290,161,4,880474293,user290,pass290
92,515,4,875640800,user92,pass92
239,1070,5,889179032,user239,pass239
56,449,5,892679308,user56,pass56
248,234,4,884534968,user248,pass248
234,10,3,891227851,user234,pass234
280,1049,2,891702486,user280,pass280
308,187,5,887738760,user308,pass308
276,64,5,874787441,user276,pass276
192,948,3,881368302,user192,pass192
122,509,4,879270511,user122,pass122
85,588,3,880838306,user85,pass85
262,931,2,879790874,user262,pass262
201,272,3,886013700,user201,pass201
181,870,2,878962623,user181,pass181
295,739,4,879518319,user295,pass295
263,568,4,891299387,user263,pass263
295,39,4,879518279,user295,pass295
201,1100,4,884112800,user201,pass201
93,820,3,888705966,user93,pass93
159,1028,5,880557539,user159,pass159
158,665,2,880134532,user158,pass158
293,423,3,888906070,user293,pass293
82,597,3,878768882,user82,pass82
276,181,5,874786488,user276,pass276
13,823,5,882397833,user13,pass13
217,2,3,889069782,user217,pass217
83,660,4,880308256,user83,pass83
189,20,5,893264466,user189,pass189
222,796,4,878183684,user222,pass222
146,1022,5,891458193,user146,pass146
267,121,3,878970681,user267,pass267
126,294,3,887855087,user126,pass126
181,1060,1,878962675,user181,pass181
125,80,4,892838865,user125,pass125
43,120,4,884029430,user43,pass43
13,780,1,882142057,user13,pass13
253,259,2,891628883,user253,pass253
42,44,3,881108548,user42,pass42
77,518,4,884753202,user77,pass77
291,686,5,874835165,user291,pass291
268,21,3,875742822,user268,pass268
262,28,3,879792220,user262,pass262
234,81,3,892334680,user234,pass234
29,245,3,882820803,user29,pass29
236,57,5,890116575,user236,pass236
158,729,3,880133116,user158,pass158
156,661,4,888185947,user156,pass156
232,52,5,888550130,user232,pass232
168,866,5,884287927,user168,pass168
37,288,4,880915258,user37,pass37
141,245,3,884584426,user141,pass141
235,230,4,889655162,user235,pass235
102,70,3,888803537,user102,pass102
77,172,3,884752562,user77,pass77
90,506,5,891383319,user90,pass90
186,566,5,879023663,user186,pass186
44,660,5,878347915,user44,pass44
118,774,5,875385198,user118,pass118
7,661,5,891351624,user7,pass7
49,1003,2,888068651,user49,pass49
62,68,1,879374969,user62,pass62
42,1028,4,881106072,user42,pass42
178,433,4,882827834,user178,pass178
85,51,2,879454782,user85,pass85
77,474,5,884732407,user77,pass77
58,1099,2,892243079,user58,pass58
56,1047,4,892911290,user56,pass56
197,688,1,891409564,user197,pass197
286,99,4,878141681,user286,pass286
90,258,3,891382121,user90,pass90
181,1288,1,878962349,user181,pass181
295,190,4,879517062,user295,pass295
224,69,4,888082495,user224,pass224
272,317,4,879454977,user272,pass272
221,1010,3,875246662,user221,pass221
66,877,1,883601089,user66,pass66
207,318,5,877124871,user207,pass207
234,487,3,892079237,user234,pass234
7,648,5,891351653,user7,pass7
87,82,5,879875774,user87,pass87
195,1052,1,877835102,user195,pass195
44,449,5,883613334,user44,pass44
306,287,4,876504442,user306,pass306
194,172,3,879521474,user194,pass194
94,62,3,891722933,user94,pass94
167,659,4,892738277,user167,pass167
108,100,4,879879720,user108,pass108
230,304,5,880484286,user230,pass230
181,927,1,878962675,user181,pass181
54,302,4,880928519,user54,pass54
90,22,4,891384357,user90,pass90
181,696,2,878962997,user181,pass181
286,357,4,877531537,user286,pass286
14,269,4,892242403,user14,pass14
311,179,2,884365357,user311,pass311
92,121,5,875640679,user92,pass92
21,440,1,874951798,user21,pass21
244,550,1,880602264,user244,pass244
181,405,4,878962919,user181,pass181
65,806,4,879216529,user65,pass65
